キャプション,種類,提出回次,番号,議案件名,審議状況,経過情報,経過情報URL,本文情報,本文情報URL,議案種類,議案提出回次,議案番号,議案件名,議案提出者,衆議院予備審査議案受理年月日,衆議院予備付託年月日／衆議院予備付託委員会,衆議院議案受理年月日,衆議院付託年月日／衆議院付託委員会,衆議院審査終了年月日／衆議院審査結果,衆議院審議終了年月日／衆議院審議結果,衆議院審議時会派態度,衆議院審議時賛成会派,衆議院審議時反対会派,参議院予備審査議案受理年月日,参議院予備付託年月日／参議院予備付託委員会,参議院議案受理年月日,参議院付託年月日／参議院付託委員会,参議院審査終了年月日／参議院審査結果,参議院審議終了年月日／参議院審議結果,公布年月日／法律番号
衆法の一覧,,142,14,中高一貫教育の推進に関する法律案,未了,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D4756E.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g14205014.htm,衆法,142,14,中高一貫教育の推進に関する法律案,藤村　修君外三名,,／,,平成12年 1月20日／文教,／審査未了,／,,,,,／,,／,／,／,／
衆法の一覧,,142,19,国の行政機関の職員等の営利企業等への就職の制限等に関する法律案,未了,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D4759A.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g14205019.htm,衆法,142,19,国の行政機関の職員等の営利企業等への就職の制限等に関する法律案,松本　善明君外一名,,／,,平成12年 1月20日／内閣,／審査未了,／,,,,,／,,／,／,／,／
衆法の一覧,,142,44,行政評価基本法案,未了,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D4758E.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g14205044.htm,衆法,142,44,行政評価基本法案,笹木　竜三君外六名,,／,,平成12年 1月20日／内閣,／審査未了,／,,,,,／,,／,／,／,／
衆法の一覧,,143,12,永住外国人に対する地方公共団体の議会の議員及び長の選挙権等の付与に関する法律案,未了,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D47592.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g14305012.htm,衆法,143,12,永住外国人に対する地方公共団体の議会の議員及び長の選挙権等の付与に関する法律案,冬柴　鐵三君外十八名,,／,,平成12年 1月20日／政治倫理の確立及び公職選挙法改正に関する特別,／審査未了,／,,,,,／,,／,／,／,／
衆法の一覧,,143,18,国家公務員法及び自衛隊法の一部を改正する法律案,未了,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D4759E.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g14305018.htm,衆法,143,18,国家公務員法及び自衛隊法の一部を改正する法律案,若松　謙維君外四名,,／,,平成12年 1月20日／内閣,／審査未了,／,,,,,／,,／,／,／,／
衆法の一覧,,143,19,特殊法人の役員等の給与等の規制に関する法律案,未了,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D475C6.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g14305019.htm,衆法,143,19,特殊法人の役員等の給与等の規制に関する法律案,若松　謙維君外四名,,／,,平成12年 1月20日／内閣,／審査未了,／,,,,,／,,／,／,／,／
衆法の一覧,,143,20,日本銀行法の一部を改正する法律案,未了,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D475AE.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g14305020.htm,衆法,143,20,日本銀行法の一部を改正する法律案,若松　謙維君外四名,,／,,平成12年 1月20日／内閣,／審査未了,／,,,,,／,,／,／,／,／
衆法の一覧,,144,5,永住外国人に対する地方公共団体の議会の議員及び長の選挙権及び被選挙権の付与に関する法律案,未了,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D475A6.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g14405005.htm,衆法,144,5,永住外国人に対する地方公共団体の議会の議員及び長の選挙権及び被選挙権の付与に関する法律案,東中　光雄君外二名,,／,,平成12年 1月20日／政治倫理の確立及び公職選挙法改正に関する特別,／審査未了,／,,,,,／,,／,／,／,／
衆法の一覧,,145,13,行政監視院による行政監視の手続等に関する法律案,未了,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D475AA.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g14505013.htm,衆法,145,13,行政監視院による行政監視の手続等に関する法律案,松本　善明君外一名,,／,,平成12年 1月20日／議院運営,／審査未了,／,,,,,／,,／,／,／,／
衆法の一覧,,145,14,審議会等の委員等の構成及び審議等の公開等に関する法律案,未了,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D47542.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g14505014.htm,衆法,145,14,審議会等の委員等の構成及び審議等の公開等に関する法律案,松本　善明君外一名,,／,,平成12年 1月20日／内閣,／審査未了,／,,,,,／,,／,／,／,／
