キャプション,種類,提出回次,番号,議案件名,審議状況,経過情報,経過情報URL,本文情報,本文情報URL,議案種類,議案提出回次,議案番号,議案件名,議案提出者,衆議院予備審査議案受理年月日,衆議院予備付託年月日／衆議院予備付託委員会,衆議院議案受理年月日,衆議院付託年月日／衆議院付託委員会,衆議院審査終了年月日／衆議院審査結果,衆議院審議終了年月日／衆議院審議結果,衆議院審議時会派態度,衆議院審議時賛成会派,衆議院審議時反対会派,参議院予備審査議案受理年月日,参議院予備付託年月日／参議院予備付託委員会,参議院議案受理年月日,参議院付託年月日／参議院付託委員会,参議院審査終了年月日／参議院審査結果,参議院審議終了年月日／参議院審議結果,公布年月日／法律番号
衆法の一覧,,148,1,永住外国人に対する地方公共団体の議会の議員及び長の選挙権等の付与に関する法律案,衆議院で閉会中審査,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D47132.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g14805001.htm,衆法,148,1,永住外国人に対する地方公共団体の議会の議員及び長の選挙権等の付与に関する法律案,冬柴　鐵三君外一名,,／,,平成12年 7月28日／政治倫理の確立及び公職選挙法改正に関する特別,／,／閉会中審査,,,,,／,,／,／,／,／
衆法の一覧,,148,2,永住外国人に対する地方公共団体の議会の議員及び長の選挙権等の付与に関する法律案,衆議院で閉会中審査,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D4713A.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g14805002.htm,衆法,148,2,永住外国人に対する地方公共団体の議会の議員及び長の選挙権等の付与に関する法律案,北橋　健治君外六名,,／,,平成12年 7月28日／政治倫理の確立及び公職選挙法改正に関する特別,／,／閉会中審査,,,,,／,,／,／,／,／
衆法の一覧,,148,3,国会議員の地位利用収賄等の処罰に関する法律案,衆議院で閉会中審査,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D47136.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g14805003.htm,衆法,148,3,国会議員の地位利用収賄等の処罰に関する法律案,松本　龍君外七名,,／,,平成12年 7月28日／政治倫理の確立及び公職選挙法改正に関する特別,／,／閉会中審査,,,,,／,,／,／,／,／
衆法の一覧,,149,1,刑事訴訟法の一部を改正する等の法律案,未了,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D473B2.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g14905001.htm,衆法,149,1,刑事訴訟法の一部を改正する等の法律案,日野市朗君外三名,,／,平成12年 8月 4日,／,／,／,,,,平成12年 8月 7日,／,,／,／,／,／
参法の一覧,,149,1,政治資金規正法の一部を改正する法律案,未了,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D471AA.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g14906001.htm,参法,149,1,政治資金規正法の一部を改正する法律案,富樫　練三君外四名,平成12年 8月 1日,／,,／,／,／,,,,,／,平成12年 7月28日,／,／,／,／
参法の一覧,,149,2,政党助成法を廃止する法律案,未了,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D471AE.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g14906002.htm,参法,149,2,政党助成法を廃止する法律案,富樫　練三君外四名,平成12年 8月 1日,／,,／,／,／,,,,,／,平成12年 7月28日,／,／,／,／
参法の一覧,,149,3,国の行政機関の職員等の営利企業等への就職の制限等に関する法律案,未了,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D471B2.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g14906003.htm,参法,149,3,国の行政機関の職員等の営利企業等への就職の制限等に関する法律案,吉川　春子君外二名,平成12年 8月 1日,／,,／,／,／,,,,,／,平成12年 7月28日,／,／,／,／
参法の一覧,,149,4,永住外国人に対する地方公共団体の議会の議員及び長の選挙権及び被選挙権等の付与に関する法律案,未了,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D471B6.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g14906004.htm,参法,149,4,永住外国人に対する地方公共団体の議会の議員及び長の選挙権及び被選挙権等の付与に関する法律案,富樫　練三君外四名,平成12年 8月 1日,／,,／,／,／,,,,,／,平成12年 7月28日,／,／,／,／
参法の一覧,,149,5,解雇等の規制に関する法律案,未了,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D471BA.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g14906005.htm,参法,149,5,解雇等の規制に関する法律案,八田　ひろ子君外二名,平成12年 8月 1日,／,,／,／,／,,,,,／,平成12年 7月28日,／,／,／,／
参法の一覧,,149,6,解雇等の規制に関する法律の施行に伴う関係法律の整備等に関する法律案,未了,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D471BE.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g14906006.htm,参法,149,6,解雇等の規制に関する法律の施行に伴う関係法律の整備等に関する法律案,八田　ひろ子君外二名,平成12年 8月 1日,／,,／,／,／,,,,,／,平成12年 7月28日,／,／,／,／
参法の一覧,,149,7,戦時における性的強制に係る問題の解決の促進に関する法律案,未了,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D471C2.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g14906007.htm,参法,149,7,戦時における性的強制に係る問題の解決の促進に関する法律案,吉川　春子君外二名,平成12年 8月 1日,／,,／,／,／,,,,,／,平成12年 7月28日,／,／,／,／
参法の一覧,,149,8,刑事訴訟法の一部を改正する等の法律案,未了,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D471DE.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g14906008.htm,参法,149,8,刑事訴訟法の一部を改正する等の法律案,江田　五月君外十名,平成12年 8月 1日,／,,／,／,／,,,,,／,平成12年 7月28日,／,／,／,／
決算その他,決算,147,,平成十年度一般会計歳入歳出決算,衆議院で閉会中審査,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D45122.htm,,,決算,147,,平成十年度一般会計歳入歳出決算,内閣,,／,,平成12年 7月28日／決算行政監視,／,／閉会中審査,,,,,／,,／,／,／,／
決算その他,決算,147,,平成十年度特別会計歳入歳出決算,衆議院で閉会中審査,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D4511E.htm,,,決算,147,,平成十年度特別会計歳入歳出決算,内閣,,／,,平成12年 7月28日／決算行政監視,／,／閉会中審査,,,,,／,,／,／,／,／
決算その他,決算,147,,平成十年度国税収納金整理資金受払計算書,衆議院で閉会中審査,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D4511A.htm,,,決算,147,,平成十年度国税収納金整理資金受払計算書,内閣,,／,,平成12年 7月28日／決算行政監視,／,／閉会中審査,,,,,／,,／,／,／,／
決算その他,決算,147,,平成十年度政府関係機関決算書,衆議院で閉会中審査,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D45116.htm,,,決算,147,,平成十年度政府関係機関決算書,内閣,,／,,平成12年 7月28日／決算行政監視,／,／閉会中審査,,,,,／,,／,／,／,／
決算その他,国有財産,147,,平成十年度国有財産増減及び現在額総計算書,衆議院で閉会中審査,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1D47122.htm,,,国有財産,147,,平成十年度国有財産増減及び現在額総計算書,内閣,,／,,平成12年 7月28日／決算行政監視,／,／閉会中審査,,,,,／,,／,／,／,／
