キャプション,種類,提出回次,番号,議案件名,審議状況,経過情報,経過情報URL,本文情報,本文情報URL,議案種類,議案提出回次,議案番号,議案件名,議案提出者,衆議院予備審査議案受理年月日,衆議院予備付託年月日／衆議院予備付託委員会,衆議院議案受理年月日,衆議院付託年月日／衆議院付託委員会,衆議院審査終了年月日／衆議院審査結果,衆議院審議終了年月日／衆議院審議結果,衆議院審議時会派態度,衆議院審議時賛成会派,衆議院審議時反対会派,参議院予備審査議案受理年月日,参議院予備付託年月日／参議院予備付託委員会,参議院議案受理年月日,参議院付託年月日／参議院付託委員会,参議院審査終了年月日／参議院審査結果,参議院審議終了年月日／参議院審議結果,公布年月日／法律番号
衆法の一覧,,163,6,人身取引等の防止及び人身取引等の被害者の保護に関する法律案,衆議院で閉会中審査,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1DA1C96.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g16305006.htm,衆法,163,6,人身取引等の防止及び人身取引等の被害者の保護に関する法律案,小宮山　洋子君外四名,,／,,平成19年 8月 7日／内閣,／,／閉会中審査,,,,,／,,／,／,／,／
衆法の一覧,,163,7,牛海綿状脳症対策特別措置法の一部を改正する法律案,衆議院で閉会中審査,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1DA1C76.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g16305007.htm,衆法,163,7,牛海綿状脳症対策特別措置法の一部を改正する法律案,山田　正彦君外六名,,／,,平成19年 8月 7日／農林水産,／,／閉会中審査,,,,,／,,／,／,／,／
衆法の一覧,,163,8,輸入牛肉に係る情報の管理及び伝達に関する特別措置法案,衆議院で閉会中審査,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1DA1C7A.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g16305008.htm,衆法,163,8,輸入牛肉に係る情報の管理及び伝達に関する特別措置法案,山田　正彦君外六名,,／,,平成19年 8月 7日／農林水産,／,／閉会中審査,,,,,／,,／,／,／,／
衆法の一覧,,163,12,道路交通法の一部を改正する法律案,衆議院で閉会中審査,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1DA1C9A.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g16305012.htm,衆法,163,12,道路交通法の一部を改正する法律案,小宮山　洋子君外三名,,／,,平成19年 8月 7日／内閣,／,／閉会中審査,,,,,／,,／,／,／,／
衆法の一覧,,163,14,永住外国人に対する地方公共団体の議会の議員及び長の選挙権の付与に関する法律案,衆議院で閉会中審査,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1DA1CDA.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g16305014.htm,衆法,163,14,永住外国人に対する地方公共団体の議会の議員及び長の選挙権の付与に関する法律案,井上　義久君外一名,,／,,平成19年 8月 7日／政治倫理の確立及び公職選挙法改正に関する特別,／,／閉会中審査,,,,,／,,／,／,／,／
衆法の一覧,,164,13,刑事訴訟法の一部を改正する法律案,衆議院で閉会中審査,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1DA1CEE.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g16405013.htm,衆法,164,13,刑事訴訟法の一部を改正する法律案,河村　たかし君外二名,,／,,平成19年 8月 7日／法務,／,／閉会中審査,,,,,／,,／,／,／,／
衆法の一覧,,164,14,臓器の移植に関する法律の一部を改正する法律案,衆議院で閉会中審査,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1DA1D5A.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g16405014.htm,衆法,164,14,臓器の移植に関する法律の一部を改正する法律案,中山　太郎君外五名,,／,,平成19年 8月 7日／厚生労働,／,／閉会中審査,,,,,／,,／,／,／,／
衆法の一覧,,164,15,臓器の移植に関する法律の一部を改正する法律案,衆議院で閉会中審査,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1DA1D5E.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g16405015.htm,衆法,164,15,臓器の移植に関する法律の一部を改正する法律案,斉藤　鉄夫君外三名,,／,,平成19年 8月 7日／厚生労働,／,／閉会中審査,,,,,／,,／,／,／,／
衆法の一覧,,164,26,消費生活用製品等及び特定生活関連物品に係る危険情報の提供の促進等に関する法律案,衆議院で閉会中審査,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1DA1C9E.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g16405026.htm,衆法,164,26,消費生活用製品等及び特定生活関連物品に係る危険情報の提供の促進等に関する法律案,長妻　昭君外二名,,／,,平成19年 8月 7日／内閣,／,／閉会中審査,,,,,／,,／,／,／,／
衆法の一覧,,164,27,国立国会図書館法の一部を改正する法律案,衆議院で閉会中審査,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1DA1D46.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g16405027.htm,衆法,164,27,国立国会図書館法の一部を改正する法律案,鳩山　由紀夫君外七名,,／,,平成19年 8月 7日／議院運営,／,／閉会中審査,,,,,／,,／,／,／,／
衆法の一覧,,164,35,民法の一部を改正する法律案,衆議院で閉会中審査,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1DA1CF2.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g16405035.htm,衆法,164,35,民法の一部を改正する法律案,枝野　幸男君外七名,,／,,平成19年 8月 7日／法務,／,／閉会中審査,,,,,／,,／,／,／,／
衆法の一覧,,164,40,公職選挙法等の一部を改正する法律案,衆議院で閉会中審査,経過,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/keika/1DA1CD6.htm,本文,https://www.shugiin.go.jp/internet/itdb_gian.nsf/html/gian/honbun/g16405040.htm,衆法,164,40,公職選挙法等の一部を改正する法律案,渡辺　周君外七名,,／,,平成19年 8月 7日／政治倫理の確立及び公職選挙法改正に関する特別,／,／閉会中審査,,,,,／,,／,／,／,／
